"Title","URL","Author"
"2015台北南門教會聖誕夜 薛牧師短講","https://www.youtube.com/watch?v=QNVEXsuFjuU","JK Tai"
"台北南門教會松年團契獻詩","https://www.youtube.com/watch?v=sqxse5f33tM","JK Tai"
"台北南門教會聖歌隊2019 希望， 平安， 喜樂與疼 1月13日","https://www.youtube.com/watch?v=Ob9bFvUAM5s","JK Tai"
"台北南門教會聖歌隊2016 喜樂的厝 12月17日","https://www.youtube.com/watch?v=za9Cgkv9gxU","JK Tai"
"台北南門教會20151129賴俐安歸寧禮拜祝歌 感謝主賜你互我","https://www.youtube.com/watch?v=bxtTRTQZtwA","JK Tai"
"台北南門教會聖誕慶祝會 2017 婦女團契 12月23日","https://www.youtube.com/watch?v=HtjVn7bjovg","JK Tai"
"台北南門教會聖歌隊2019 至聖之神，上帝之活氣 6月2日","https://www.youtube.com/watch?v=FYszGJq7OB8","JK Tai"
"台北南門教會聖歌隊2017 我要歌唱來讚美主10月15日","https://www.youtube.com/watch?v=oGRKcHFT1cI","JK Tai"
"20210502 主日場華語禮拜","https://www.youtube.com/watch?v=PgiS2KX3BAk","台灣基督長老教會台北南門教會"
"台北南門教會聖歌隊2018 著向耶和華唱新歌 6月10日","https://www.youtube.com/watch?v=m6lej7mTJZM","JK Tai"
"台北南門教會聖歌隊2019 復活節第二段 4月21日","https://www.youtube.com/watch?v=KF9RvDlRnfs","JK Tai"
"台北南門教會聖歌隊2018 復活節讚美禮拜第一段 復活節的故事 4月1日","https://www.youtube.com/watch?v=c8KUsUz-S3k","JK Tai"
"台北南門教會聖歌隊2018 聖誕節讚美禮拜第一段 天父慈愛之夜 12月23日","https://www.youtube.com/watch?v=5ZIxykZFKoo","JK Tai"
"台北南門教會聖歌隊2018 一位盡忠奴僕之歌 8月26日","https://www.youtube.com/watch?v=oT_5s1GZ0jY","JK Tai"
"台北南門教會聖誕慶祝會 2017 少年團契 12月23日","https://www.youtube.com/watch?v=kVeXs0X8z9M","JK Tai"
"台北南門教會聖歌隊2019 盼望之歌 1月20日","https://www.youtube.com/watch?v=lvTWBGooxn0","JK Tai"
"台北南門教會聖歌隊2019 願上帝賜福閣保護你 6月16日","https://www.youtube.com/watch?v=OsBQCqgfJyo","JK Tai"
"這世界屬於祢(20201101台南南門教會主日禮拜讚美詩歌)","https://www.youtube.com/watch?v=-eaToZ6VmcQ","南門教會"
"台北南門教會聖歌隊2018 君王耶穌，騎驢進前3月18日","https://www.youtube.com/watch?v=oYGsPBhzadw","JK Tai"
"台北南門教會聖歌隊 2017 我心充滿感恩無息. 3月5日","https://www.youtube.com/watch?v=ubGSDyJdRew","JK Tai"
"台北南門教會聖歌隊2017 我靈歌唱5月21日","https://www.youtube.com/watch?v=PwcPGk6uSrQ","JK Tai"
"台北南門教會聖歌隊2018 應允之詩歌 11月11日","https://www.youtube.com/watch?v=fMChj5f26vM","JK Tai"
"台北南門教會雅音合唱團 2018 耶穌我來 11月25日","https://www.youtube.com/watch?v=dHexIgYa9HI","JK Tai"
"2015台北南門教會聖誕讚美禮拜聖歌隊獻詩二段","https://www.youtube.com/watch?v=QRjbWzK6JiA","JK Tai"
"台北南門教會聖歌隊2018 恩典的路+奇異恩典 10月14日","https://www.youtube.com/watch?v=9kEE4BmB8Es","JK Tai"
"台北南門教會聖歌隊2016 當用心聆聽9月18日","https://www.youtube.com/watch?v=xoIkp3_w6Hw","JK Tai"
"20210103 台北南門教會 第一場 華語","https://www.youtube.com/watch?v=TKfjy_JqyAQ","台灣基督長老教會台北南門教會"
"台北南門教會雅音合唱團 2019 我從深處向你求告 3月24日","https://www.youtube.com/watch?v=z3Zd0_ELedM","JK Tai"
"台北南門教會聖歌隊2019 耶穌， 至高天庭之歡喜 3月31日","https://www.youtube.com/watch?v=xZT66qWPsSU","JK Tai"
"台北南門教會聖歌隊2018 聖誕節讚美禮拜第二段 天父慈愛之夜 12月23日","https://www.youtube.com/watch?v=GzH_fiNdfSM","JK Tai"
"2015台北南門教會聖誕夜婦女團契表演一步又一步","https://www.youtube.com/watch?v=-ZjO95muOVQ","JK Tai"
"台北南門教會雅音合唱團 2018 馬槽聖嬰 12月16日","https://www.youtube.com/watch?v=knTTMdI1PC8","JK Tai"
"台北南門教會聖歌隊2019 一位盡忠奴僕之歌 5月19日","https://www.youtube.com/watch?v=l6ZudnKTf6w","JK Tai"
"台北南門教會聖歌隊2018 復活節讚美禮拜第二段 復活節的故事 4月1日","https://www.youtube.com/watch?v=JCr-Win-_uQ","JK Tai"
