"Title","URL","Time","Author","Type"
"[聽聖經學英語]中英聖經 創世紀第二十七章 雅各奪以掃的福份 Genesis 27","https://www.youtube.com/watch?v=9lrWNanI2fQ","55次","[聽聖經學英語Listen to Bible]中英聖經","item"
"和合本圣经 • 诗篇 | Chinese Union Version Bible • Psalms","https://www.youtube.com/watch?v=BBOFN2VYdOI","62萬次","神的話語","item"
"[聽聖經學英語]中英聖經 創世紀第三十三章 雅各見以掃 Genesis 33","https://www.youtube.com/watch?v=IPi5jvxTJOs","43次","[聽聖經學英語Listen to Bible]中英聖經","item"
"華語舊約聖經 創世紀       第 27章       現代中文譯本2019版","https://www.youtube.com/watch?v=yuSar8B4srA","16次","蘇俊雄","item"
"[聽聖經學英語]中英聖經 創世紀第十六章 夏甲與以實瑪利  Genesis 16","https://www.youtube.com/watch?v=a5veeWJc-JE","23次","[聽聖經學英語Listen to Bible]中英聖經","item"
"華語舊約聖經 創世紀 第 32 章 現代中文譯本2019版","https://www.youtube.com/watch?v=VvWoPauwA7M","8次","蘇俊雄","item"
"[聽聖經學英語]中英聖經 創世紀第十五章 神與亞伯拉罕立約  Genesis 15 (NIV)","https://www.youtube.com/watch?v=Q8VZEDQvdX0","32次","[聽聖經學英語Listen to Bible]中英聖經","item"
"[聽聖經學英語]中英聖經 創世紀第二十三章 撒拉去世 Genesis 23","https://www.youtube.com/watch?v=0MefQDDd0fI","21次","[聽聖經學英語Listen to Bible]中英聖經","item"
"圣经讲解创世纪第4章 Bible Genesis 04","https://www.youtube.com/watch?v=aiOfuucbXYI","1394次","讲解圣经","item"
"[聽聖經學英語]中英聖經 創世紀第二十九章 雅各娶利亞與拉結 Genesis 29","https://www.youtube.com/watch?v=QOI6n0GkCzQ","30次","[聽聖經學英語Listen to Bible]中英聖經","item"
"1. 聖經怎麼讀？（創世記1-3章，啟示錄20-22章）","https://www.youtube.com/watch?v=tv1VR6RGBsE","3.3萬次","劉曉亭","item"
"大衛鮑森舊約縱覽 - 創世記(六) 約瑟和耶穌","https://www.youtube.com/watch?v=1uBub7OvYaY","12萬次","大衛鮑森國際中文頻道","item"
"[聽聖經學英語]中英聖經 創世紀第十七章 割禮之約  Genesis 17","https://www.youtube.com/watch?v=CdXO9E-Xgb4","27次","[聽聖經學英語Listen to Bible]中英聖經","item"
"[聽聖經學英語]中英聖經 創世紀第二十章 亞伯拉罕和亞比米勒  Genesis 20","https://www.youtube.com/watch?v=dNX3RC2fyj0","31次","[聽聖經學英語Listen to Bible]中英聖經","item"
"[聽聖經學英語]中英聖經 創世紀第二十二章 亞伯拉罕受試驗  Genesis 22","https://www.youtube.com/watch?v=hHpvs1Ehcnk","28次","[聽聖經學英語Listen to Bible]中英聖經","item"
"默想聖經人物(3)蛻變的雅各","https://www.youtube.com/watch?v=kbxKxi-EwbI","3634次","GOOD TV 聖經頻道","item"
"[聽聖經學英語]中英聖經 創世紀第二十八章 雅各在伯特利的夢 Genesis 28","https://www.youtube.com/watch?v=Z8W2RjfE3wc","34次","[聽聖經學英語Listen to Bible]中英聖經","item"
"[聽聖經學英語]中英聖經 創世紀第二十一章  以撒出生  Genesis 21","https://www.youtube.com/watch?v=0BYMEfc_X5k","42次","[聽聖經學英語Listen to Bible]中英聖經","item"
"華語舊約聖經 創世紀 第 34 章 現代中文譯本2019版","https://www.youtube.com/watch?v=0JWnOKPhRJU","12次","蘇俊雄","item"
"新舊約聖經系列 - 舊約 - 創世紀 - 01 第一章","https://www.youtube.com/watch?v=q01HEzLrP24","82次","每天一首赞美诗","item"
"粵語口語聖經——創世紀 第一章","https://www.youtube.com/watch?v=2bUXNHcIUKs","1179次","Cantonese BIBLE SHOW","item"
"華語舊約聖經 創世紀 第 31 章 現代中文譯本2019版","https://www.youtube.com/watch?v=dg5dKiOQjWE","7次","蘇俊雄","item"
"[有聲書]聖經新譯本 | 創世紀 第1章 | 陪我一起讀聖經","https://www.youtube.com/watch?v=mkrJPx0wBCM","373次","Deborah Liu","item"
"[聽聖經學英語]中英聖經 創世紀第三十章 雅各的羊群增多 Genesis 30","https://www.youtube.com/watch?v=cb-TG3DIhRE","49次","[聽聖經學英語Listen to Bible]中英聖經","item"
"200522 創世記 43章1~34節","https://www.youtube.com/watch?v=M1CL26vRV4A","1萬次","淡江教會-國度影音","item"
"圣经讲解创世纪第27章 Bible Genesis27","https://www.youtube.com/watch?v=76u5Xn6VJbA","1114次","讲解圣经","item"
"燕鵬解析聖經創世紀","https://www.youtube.com/watch?v=LdtqKnbtlHk","76次","WOLF MEDIA","item"
"200515 創世記 37章1~36節","https://www.youtube.com/watch?v=muosgBEYaiI","1萬次","淡江教會-國度影音","item"
"聖經卡通片 舊約 (粵語) 9. 創世紀的故事","https://www.youtube.com/watch?v=S6pkPOFjb_Q","2992次","Bosco Don","item"
"華語舊約聖經 創世紀 第 35  章 現代中文譯本2019版","https://www.youtube.com/watch?v=jrmQt33mwXE","19次","蘇俊雄","item"
"圣经讲解创世纪第16章 Bible Genesis16","https://www.youtube.com/watch?v=nUKnmhn8830","929次","讲解圣经","item"
"[聽聖經學英語]中英聖經 創世紀第三十四章 底拿與示劍人 Genesis 34","https://www.youtube.com/watch?v=zaSGU-xaeq4","61次","[聽聖經學英語Listen to Bible]中英聖經","item"
"200527 創世記 48章1~22節","https://www.youtube.com/watch?v=uvHqiHPa3i0","1萬次","淡江教會-國度影音","item"
"華語華語舊約聖經 創世紀 第 50章 現代中文譯本2019版","https://www.youtube.com/watch?v=lWtg0cpaTP8","15次","蘇俊雄","item"
"[聽聖經學英語]中英聖經 創世紀第四章 該隱殺亞伯 Genesis 4","https://www.youtube.com/watch?v=FtKsEKCXYRg","136次","[聽聖經學英語Listen to Bible]中英聖經","item"
"華語舊約聖經 創世紀 第 18 章 現代中文譯本2019版","https://www.youtube.com/watch?v=K3T0cm9yQT8","10次","蘇俊雄","item"
"寇紹涵牧師: 聖經難題 創世記","https://www.youtube.com/watch?v=s621w_VGFLM","3.5萬次","Light of Morning Star Studio","item"
"大衛鮑森舊約縱覽 - 創世記(五) 亞伯拉罕、以撒和雅各","https://www.youtube.com/watch?v=h8Vc62vDw7o","15萬次","大衛鮑森國際中文頻道","item"
"華語舊約聖經 創世紀 第 28 章 現代中文譯本2019版","https://www.youtube.com/watch?v=aJwuR1QWHzg","28次","蘇俊雄","item"
"200516 創世記 38章1~30節","https://www.youtube.com/watch?v=LOvTjBp-4a8","1.1萬次","淡江教會-國度影音","item"
"華語舊約聖經 創世紀       第 7  章    現代中文譯本2019版","https://www.youtube.com/watch?v=yxWoQdlfIj4","9次","蘇俊雄","item"
"聖經創世紀中的地獄成真了嗎？｜【談古論金】2020/06/15","https://www.youtube.com/watch?v=dcr0I4JgDJ4","448次","萬鳴哥談古論金","item"
"圣经故事沙画《创世纪》- Sand painting ""Genesis""","https://www.youtube.com/watch?v=jBcf9Ai-n4w","4.9萬次","Terry Luo","item"
"華語舊約聖經 創世紀 第 19 章 現代中文譯本2019版","https://www.youtube.com/watch?v=Qmu-0k_w0Ik","10次","蘇俊雄","item"
"華語舊約聖經 創世紀 第 37 章 現代中文譯本2019版","https://www.youtube.com/watch?v=lUSc7Npa4BM","14次","蘇俊雄","item"
"空中聖經學院~創世記(37)-雅各家庭的問題","https://www.youtube.com/watch?v=HKOLME9jLDM","8183次","GOOD TV 好消息電視台","item"
"空中聖經學院~創世記(42)-約瑟被賣","https://www.youtube.com/watch?v=VChjLGrA1rk","6025次","GOOD TV 好消息電視台","item"
"《创世纪》圣经讲座 第四讲 神的审判与救恩","https://www.youtube.com/watch?v=1iuimudOGsM","724次","新人 NEWMAN","item"
"華語舊約聖經 創世紀 第 14 章 現代中文譯本2019版","https://www.youtube.com/watch?v=8H-apd_HF5s","10次","蘇俊雄","item"
"圣经讲解创世纪第43章 Bible Genesis43","https://www.youtube.com/watch?v=Zs3Mor-4ELU","664次","讲解圣经","item"
"華語舊約聖經 創世紀 第 36  章 現代中文譯本2019版","https://www.youtube.com/watch?v=_R4UpjGvwxo","8次","蘇俊雄","item"
"華語舊約聖經 創世紀 第 15 章 現代中文譯本2019版","https://www.youtube.com/watch?v=wIrkRvDjdGk","3次","蘇俊雄","item"
"聖經簡報站：創世記4章(初信版)","https://www.youtube.com/watch?v=rGQ5r2zGIas","6203次","BiblePoint .net","item"
"華語舊約聖經 創世紀 第 17 章 現代中文譯本2019版","https://www.youtube.com/watch?v=jXDHQEvKrvw","7次","蘇俊雄","item"
"200502 創世記 26章1~35節","https://www.youtube.com/watch?v=NEXYkZuYcp0","1萬次","淡江教會-國度影音","item"
"華語舊約聖經 創世紀 第 42 章 現代中文譯本2019版","https://www.youtube.com/watch?v=CLeQ1B9Hmtg","15次","蘇俊雄","item"
"華語舊約聖經 創世紀     第 30   章 現代中文譯本2019版","https://www.youtube.com/watch?v=WJAd1cg1i7M","14次","蘇俊雄","item"
"圣经讲解创世纪第8章 Bible Genesis 08","https://www.youtube.com/watch?v=hjkGVrrIcmw","949次","讲解圣经","item"
"華語舊約聖經 創世紀 第 45章 現代中文譯本2019版","https://www.youtube.com/watch?v=0wI01p9gUjs","6次","蘇俊雄","item"
"華語舊約聖經 創世紀 第 16 章 現代中文譯本2019版","https://www.youtube.com/watch?v=MClJe36F7oU","5次","蘇俊雄","item"
"聖經知識庫：創世記（九）兩棵樹","https://www.youtube.com/watch?v=5QNPuR7s6oc","581次","活水庫","item"
"華語舊約聖經 創世紀 第 39 章 現代中文譯本2019版","https://www.youtube.com/watch?v=yvNdvatyVpg","7次","蘇俊雄","item"
"聖經故事庫：創世記（十）人第一次的墮落","https://www.youtube.com/watch?v=TDLeExztw2s","465次","活水庫","item"
"華語舊約聖經 創世紀 第 24 章 現代中文譯本2019版","https://www.youtube.com/watch?v=FRQ11COdpdE","17次","蘇俊雄","item"
"華語舊約聖經 創世紀 第  40 章 現代中文譯本2019版","https://www.youtube.com/watch?v=EIQem8_cl_E","14次","蘇俊雄","item"
"華語舊約聖經 創世紀 第 38 章 現代中文譯本2019版","https://www.youtube.com/watch?v=G3ctClZJeI8","5次","蘇俊雄","item"
"華語舊約聖經 創世紀          第 11 章              現代中文譯本2019版","https://www.youtube.com/watch?v=lhLXgvlzt6o","4次","蘇俊雄","item"
"華語舊約聖經 創世紀 第 46章 現代中文譯本2019版","https://www.youtube.com/watch?v=Q9SLww300II","11次","蘇俊雄","item"
"華語舊約聖經 創世紀 第  20 章 現代中文譯本2019版","https://www.youtube.com/watch?v=82B26NhtqjE","5次","蘇俊雄","item"
"華語舊約聖經 創世紀 第 47章 現代中文譯本2019版","https://www.youtube.com/watch?v=1urHfB25rFs","16次","蘇俊雄","item"
"聖經故事 第一章 創造 (The Story)","https://www.youtube.com/watch?v=FXjqYY1anaQ","1.8萬次","TD studio叮咚工作室","item"
"華語舊約聖經 創世紀 第 8 章 現代中文譯本2019版","https://www.youtube.com/watch?v=5QsjRrb0CPE","15次","蘇俊雄","item"
"華語舊約聖經 創世紀 第 29 章 現代中文譯本2019版","https://www.youtube.com/watch?v=7Umj-ZXrqQY","17次","蘇俊雄","item"
"華語舊約聖經 創世紀 第 44 章 現代中文譯本2019版","https://www.youtube.com/watch?v=XEuenZFaJvA","13次","蘇俊雄","item"
"華語舊約聖經 創世紀 第 12 章 現代中文譯本2019版","https://www.youtube.com/watch?v=oodnKYjxDCE","4次","蘇俊雄","item"
"聖經故事庫：創世記（十九）人第四次的墮落","https://www.youtube.com/watch?v=V78bj7Jmcr4","486次","活水庫","item"
"華語舊約聖經 創世紀 第 25 章 現代中文譯本2019版","https://www.youtube.com/watch?v=6sD7Q6-hoPE","13次","蘇俊雄","item"
"華語舊約聖經 創世紀 第 23 章 現代中文譯本2019版","https://www.youtube.com/watch?v=gFufS8TMbHk","9次","蘇俊雄","item"
"華語舊約聖經 創世紀       第 26章       現代中文譯本2019版","https://www.youtube.com/watch?v=48Kb-MIUvv0","5次","蘇俊雄","item"
"華語舊約聖經 創世紀 第 48章 現代中文譯本2019版","https://www.youtube.com/watch?v=qPYgch3YiV4","18次","蘇俊雄","item"
"華語舊約聖經 創世紀 第 21 章 現代中文譯本2019版","https://www.youtube.com/watch?v=lGBPg-uD0Zg","4次","蘇俊雄","item"
"陪你一起讀聖經，舊約聖經創世紀 第11章","https://www.youtube.com/watch?v=1dsGBuiXQug","54次","Y J","item"
"200513 創世記 35章1~29節","https://www.youtube.com/watch?v=baGzvSSn8C8","1.1萬次","淡江教會-國度影音","item"
"創世紀21章 I 聖經裡“大婆”和“小三”的故事，以實瑪利被逐 I 舊約聖經 I 讀經筆記 Cindy's Bible Diary","https://www.youtube.com/watch?v=0F58PxEX64Y","219次","讀經筆記 Cindy's Bible Diary","item"
"《创世纪》圣经讲座 第五讲 信息总结与问答","https://www.youtube.com/watch?v=VwmErxZY9LA","2158次","新人 NEWMAN","item"
"華語舊約聖經 創世紀 第 33 章 現代中文譯本2019版","https://www.youtube.com/watch?v=YVCrK9P-W9I","8次","蘇俊雄","item"
"華語舊約聖經 創世紀 第  41 章 現代中文譯本2019版","https://www.youtube.com/watch?v=Qbxqr1Hb-p4","7次","蘇俊雄","item"
"華語舊約聖經 創世紀 第 9 章 現代中文譯本2019版","https://www.youtube.com/watch?v=Xa1zFF-z3Wg","10次","蘇俊雄","item"
"華語舊約聖經 創世紀 第 22 章 現代中文譯本2019版","https://www.youtube.com/watch?v=IHLn6AKXjm4","5次","蘇俊雄","item"
"圣经讲解创世纪第26章 Bible Genesis26","https://www.youtube.com/watch?v=-RHk89KaecY","593次","讲解圣经","item"
"0101聚會2本週聖經創世紀:九1-17","https://www.youtube.com/watch?v=bPRVwNlA14I","77次","鄭彥凱","item"
"創世紀10-11章 I 巴別塔 I 舊約聖經 I 讀經筆記 Cindy's Bible Diary","https://www.youtube.com/watch?v=iKgV4OippfE","199次","讀經筆記 Cindy's Bible Diary","item"
"Genesis 1: Hebrew interlinear audio Bible  希伯來文聖經:創世記第一章","https://www.youtube.com/watch?v=JXvEAGqa0eM","1.1萬次","M.L. Kohen","item"
"思高聖經朗讀【同步讀注釋】• 舊約 • 創世紀 • Genesis • Chinese Catholic Bible With Scripture Notes","https://www.youtube.com/watch?v=LAPnIH27T0s","58次","天路燕音","item"
"新加坡万国儿童布道团制作 (一)：儿童圣经故事- 创世纪 (第一章）","https://www.youtube.com/watch?v=WZkP0mf046Q","311次","新加坡万国儿童佈道团","item"
"華語舊約聖經 創世紀 第 43 章 現代中文譯本2019版","https://www.youtube.com/watch?v=saM-rfITUUg","4次","蘇俊雄","item"
"[聽聖經學英語]中英聖經 創世紀第三十八章 猶大與他瑪 Genesis 38","https://www.youtube.com/watch?v=NzH1zlDBOaY","35次","[聽聖經學英語Listen to Bible]中英聖經","item"
"【有聲聖經系列】創世紀-第一章","https://www.youtube.com/watch?v=UBofje8mzYE","9446次","Emily Shih","item"
"[聽聖經學英語]中英聖經 創世紀第三十五章  雅各回到伯特利 Genesis 35","https://www.youtube.com/watch?v=wBbcvLwP09A","39次","[聽聖經學英語Listen to Bible]中英聖經","item"
"用Logos學習聖經原文（繁中字幕版）","https://www.youtube.com/watch?v=E9QNcWN3gZU","1030次","Logos Chinese","item"
"空中聖經學院~創世記(46)-猶大感動約瑟","https://www.youtube.com/watch?v=Io87FV7Z3Pk","5939次","GOOD TV 好消息電視台","item"
"2017 耶稣隐藏在第1个字里！圣经创世纪1章1节","https://www.youtube.com/watch?v=3oPG8Lr4x3g","3萬次","The TRuth","item"
"創世紀16章 I 聖經裏的代孕故事，阿拉伯人祖先以實瑪利的降生 I 舊約聖經 I 讀經筆記 Cindy's Bible Diary","https://www.youtube.com/watch?v=aU0jnzHnmis","205次","讀經筆記 Cindy's Bible Diary","item"
"《創世主日學堂-聖經人物大全舊約創世紀人物篇》@三月promo","https://www.youtube.com/watch?v=LqUMl3g3skc","228次","影音使團 The Media Evangelism 創世電視 CreationTV","item"
"【聖經 創世紀】上帝創造了兩個亞當？","https://www.youtube.com/watch?v=E1MBBqTGM6k","245次","中華民國萬歲!","item"
"[聖經怪談] 由創世紀開始的文字遊戲","https://www.youtube.com/watch?v=rHd52XKZO0k","828次","影像補完計畫 Hong Kong Walker","item"
"[聽聖經學英語]中英聖經 創世紀第三十六章 以掃的後裔 Genesis 36","https://www.youtube.com/watch?v=xxA8jtIgVHE","24次","[聽聖經學英語Listen to Bible]中英聖經","item"
"三春之门，圣经创世纪的秘密！","https://www.youtube.com/watch?v=6FRLeE59vrc","7769次","答義問密","item"
"創世記-第25章-以撒二子之爭【聖經之鑰】Genesis","https://www.youtube.com/watch?v=PHNyNxmhJpk","491次","聖經之鑰","item"
"燕鵬講聖經第一章「創世紀」","https://www.youtube.com/watch?v=nPh_3R6cq3E","20次","WOLF MEDIA","item"
"空中聖經學院~創世記(10)-六:1~7","https://www.youtube.com/watch?v=_i9pToslKyg","1.3萬次","GOOD TV 好消息電視台","item"
"寇紹涵牧師: 創世記 - 挪亞的後裔 Update","https://www.youtube.com/watch?v=DRxiPr3SOJY","2.7萬次","Light of Morning Star Studio","item"
"200509 創世記 32章1~32節","https://www.youtube.com/watch?v=EIIEKLQwD8U","1.1萬次","淡江教會-國度影音","item"
"[聽聖經學英語]中英聖經 創世紀第三十九章 約瑟與波提乏的妻 Genesis 39","https://www.youtube.com/watch?v=ps3oAJQQkRc","41次","[聽聖經學英語Listen to Bible]中英聖經","item"
"200501 創世記 25章1~34節","https://www.youtube.com/watch?v=jIYpPSseAPU","1.1萬次","淡江教會-國度影音","item"
"Tefillin [Day 48-49] 创世纪 1:21 宣布圣经 50次 累计 5次","https://www.youtube.com/watch?v=99AMHyqR_BM","137次","성경관통 1189 테필린 : Bible Meditations","item"
"空中聖經學院~創世記(4)-二:8~25","https://www.youtube.com/watch?v=nscPhFO8Bdk","1.5萬次","GOOD TV 好消息電視台","item"
"CXCY〈圣经考古〉伊甸园","https://www.youtube.com/watch?v=DawL3IU17Wo","9795次","CXCY誠心呈義","item"
"華語舊約聖經 創世紀 第 10 章 現代中文譯本2019版","https://www.youtube.com/watch?v=d8vzPZRgq2M","16次","蘇俊雄","item"
"《圣经365》第1天【创世纪】 第一章至第三章：起初神创造天地","https://www.youtube.com/watch?v=k_Y5_BOZp8o","1158次","神的话语","item"
"創世紀20-21章  陳百加牧師-全本聖經研究","https://www.youtube.com/watch?v=NCb3c74skfw","19次","Spring Chen","item"
"創世紀10-14章  陳百加牧師-全本聖經研究","https://www.youtube.com/watch?v=aMpw_W3BlOs","14次","Spring Chen","item"
"天主教思高聖經朗讀【同步讀注釋】• 創世紀 第1-2章 • Genesis 1-2 • Chinese Catholic Bible With Scripture Notes","https://www.youtube.com/watch?v=4T0lbvMj9_A","75次","天路燕音","item"
"[聽聖經學英語]中英聖經 創世紀第三十七章 約瑟被兄弟所賣 Genesis 37","https://www.youtube.com/watch?v=l10I4n96YIE","34次","[聽聖經學英語Listen to Bible]中英聖經","item"
"天主教思高聖經朗讀【同步讀注釋】• 創世紀 第32-33章 • Genesis 32-33 • Chinese Catholic Bible With Scripture Notes","https://www.youtube.com/watch?v=o2zXCbxOdww","28次","天路燕音","item"
"圣经希伯来语高级第三课创世纪1:7~10","https://www.youtube.com/watch?v=ilvZJ0dG5kk","342次","Bright Ho","item"
"1/2020 一代聖經大師大衛鮑森的15个事實 l  裝備生命","https://www.youtube.com/watch?v=MF6AIWtp7Gg","1.1萬次","装备生命","item"
"CXCY〈聖經考古〉末世","https://www.youtube.com/watch?v=wSS9qe3CtAM","12萬次","CXCY誠心呈義","item"
"思高聖經朗讀【繁簡體字幕】• 創世紀第3-4章 • Genesis 3-4 • Chinese Catholic Bible With Text","https://www.youtube.com/watch?v=QpJA9koRqIQ","24次","天路燕音","item"
"一日一章聖經-gn48 #genesis #創世紀 #創世記 #廣東話天主教中文聖經 #cantonesebible #audiobible #靈修生活活水泉耶穌基督","https://www.youtube.com/watch?v=x8NXJLP5KZ8","79次","law stanley","item"
"天主教思高聖經朗讀【同步讀注釋】• 創世紀 第34章 • Genesis 34 • Chinese Catholic Bible With Scripture Notes","https://www.youtube.com/watch?v=DDONldye6QI","14次","天路燕音","item"
"创世纪 第四章 # 圣经阅读 # 听圣经 # 旧约圣经 # 每日读经","https://www.youtube.com/watch?v=FqNaMRAiyfk","27次","Meiha Christian Chanel 每哈 매하","item"
"什么版本的圣经适合你学英语？🙏The Bible For ESL","https://www.youtube.com/watch?v=El80D1rFHFk","1285次","Esther’s Media 文明英语","item"
"#19-2【有聲聖經】詩篇(51-100)：中文和合本聖經100週年紀念(1919-2019)","https://www.youtube.com/watch?v=ZfmXriNPOaw","4.3萬次","David Yen閻大衛","item"
"聖經創世紀第一章，靈糧食堂","https://www.youtube.com/watch?v=UtkIG-20kVY","1017次","靈糧食堂","item"
"創世紀3-4章  陳百加牧師-全本聖經研究","https://www.youtube.com/watch?v=BXKaFAoLfoM","17次","Spring Chen","item"
"創世紀23章 I 亞伯拉罕埋葬妻子撒拉 I 舊約聖經 I 讀經筆記 Cindy's Bible Diary","https://www.youtube.com/watch?v=BupSavKzLFw","246次","讀經筆記 Cindy's Bible Diary","item"
"【答義問密】 三春之门，圣经创世纪的秘密！","https://www.youtube.com/watch?v=185GsY939yU","112次","ACM盟傳媒","item"
"創世紀38章 I 猶大和她瑪 I 舊約聖經 I 讀經筆記 Cindy's Bible Diary","https://www.youtube.com/watch?v=FDXVMEyWj1A","273次","讀經筆記 Cindy's Bible Diary","item"
"一日一章聖經-gn01 #genesis #創世紀 #創世記 #廣東話天主教中文聖經 #cantonesebible #audiobible #靈修生活活水泉耶穌基督","https://www.youtube.com/watch?v=nAECXHDlhFM","731次","law stanley","item"
"思高聖經朗讀【繁簡體字幕】• 創世紀第12-14章 • Genesis 12-14 • Chinese Catholic Bible With Text","https://www.youtube.com/watch?v=NJxB8ky2lQ8","13次","天路燕音","item"
"一日一章聖經-gn43 #genesis #創世紀 #創世記 #廣東話天主教中文聖經 #cantonesebible #audiobible #靈修生活活水泉耶穌基督","https://www.youtube.com/watch?v=hmOws2m2bIk","71次","law stanley","item"
"CXCY〈聖經考古〉創世爭議／創造與進化","https://www.youtube.com/watch?v=6bp4pZIBylI","2.9萬次","CXCY誠心呈義","item"
"思高聖經朗讀【繁簡體字幕】• 創世紀第15-17章 • Genesis 15-17 • Chinese Catholic Bible With Text","https://www.youtube.com/watch?v=NP9vINAqTew","13次","天路燕音","item"
"創世紀22-24章   陳百加牧師-全本聖經研究","https://www.youtube.com/watch?v=rklEsriyUuM","16次","Spring Chen","item"
"一日一章聖經-gn39 #genesis #創世紀 #創世記 #廣東話天主教中文聖經 #cantonesebible #audiobible #靈修生活活水泉耶穌基督","https://www.youtube.com/watch?v=NYTSI9X4NH8","35次","law stanley","item"
"陪你一起读圣经 清晨读经祷告 创世纪第一章","https://www.youtube.com/watch?v=iGNqU4egUYs","232次","Y J","item"
"《创世纪》圣经讲座 第二讲（上）人的来源","https://www.youtube.com/watch?v=en-D4jaRkkA","678次","新人 NEWMAN","item"
"大衛鮑森舊約縱覽 - 創世記(三) 生物與進化","https://www.youtube.com/watch?v=Cn9Bdd8NBJU","15萬次","大衛鮑森國際中文頻道","item"
"林熹英文 Lindsey｜舊約聖經常見的英文慣用語","https://www.youtube.com/watch?v=Y-qbQujnZYU","6877次","林熹英文","item"
"一日一章聖經-gn38 #genesis #創世紀 #創世記 #廣東話天主教中文聖經 #cantonesebible #audiobible #靈修生活活水泉耶穌基督","https://www.youtube.com/watch?v=qMlzbxtB9Qg","74次","law stanley","item"
"01-創世記《陪你讀聖經》","https://www.youtube.com/watch?v=xKRtayRyvUE&list=PLFZQax_1Kmu3m97SG_7HdOghMU9_WzX82","","JAM愛的影響力","plist"
"空中聖經學院~創世記","https://www.youtube.com/watch?v=Ry2_USuVpBw&list=PL6C8D1ED573A7C5EC","","GOOD TV 好消息電視台","plist"
"聖經簡報站：創世記(進階版)","https://www.youtube.com/watch?v=odp1P94jy4A&list=PLwGCj3JyiJoQWWX1wJXklsowgILRT0pT_","","BiblePoint .net","plist"
"聖經 - 舊約 - 創世紀（粵語）","https://www.youtube.com/watch?v=jzSBg1dEL2I&list=PLTAZ9X8iyETcUdGS7dcqDex6nBmRHpnxd","","我愛聽主道 - 粵語版","plist"
"創世記(粵語有聲聖經)","https://www.youtube.com/watch?v=aIDmlvSu8iM&list=PL72EDA08E6AB1CA8F","","TheSmartchoyce","plist"
"空中聖經學院_創世紀_金京來博士","https://www.youtube.com/watch?v=Ry2_USuVpBw&list=PLsNJO0nl_IhRHS-AzQpxOLWSYMcfuPMKs","","Perton Chang","plist"
"【舊約聖經】創世紀 (程蒙恩長老)","https://www.youtube.com/watch?v=4HtGiIc6f9M&list=PLduQWS5M12A3JnfPR8CcLGf1NYeX5E4az","","謝閔堯","plist"
"有聲聖經（創世紀）","https://www.youtube.com/watch?v=1ggqlw31FdE&list=PLhwjilByMiLG9EE49Qx-nT2V03Gh_3RhK","","陳科維","plist"
